"code";"parent_code";"name";"accountType.technicalTypeSelect";"reconcileOk";"useForPartnerBalance";"isTaxAuthorizedOnMoveLine";"isTaxRequiredOnMoveLine";"company_code"
218502;2185;LOGICIEL DUCROIRE;immobilisation;;;;;1
218503;2185;SITE INTERNET DALBE;immobilisation;;;;;1
238800;2388;IMMOBILISATIONS EN COURS;immobilisation;;;;;1
261000;2610;TITRES DE PARTICIPATION;immobilisation;;;;;1
267000;2670;CREANCES RATTACHEES A DES;immobilisation;;;;;1
271000;2710;TITRES IMMOBILISES;immobilisation;;;;;1
271100;2711;TITRES DE PARTICIPATION;immobilisation;;;;;1
271110;2711;TITRES SCI IMMO DALBE;immobilisation;;;;;1
275000;2750;DEPOTS ET CAUTIONNEMENTS;immobilisation;;;;;1
280300;2803;AMORTISS.FR.DE RECHERCHES;immobilisation;;;;;1
280500;2805;AMORTISS INTRA INTERNET AHD;immobilisation;;;;;1
280510;2805;AMORT ALENCON;immobilisation;;;;;1
281000;2810;AMORTISSEMENT;immobilisation;;;;;1
281350;2813;AMORTISS.AGENCEM.INSTALL;immobilisation;;;;;1
281540;2815;AMORTISS.MATERIEL OUTILL;immobilisation;;;;;1
281541;2815;AMORT ALENCON;immobilisation;;;;;1
281542;2815;AMORT ALENCON 2;immobilisation;;;;;1
281810;2818;AGENCEMENT ST DENIS;immobilisation;;;;;1
281811;2818;AGENCEMENT ALENCON;immobilisation;;;;;1
281820;2818;AMORTISS.MATERIEL TRANSP;immobilisation;;;;;1
281830;2818;AMORTISS MAT INFOR;immobilisation;;;;;1
281831;2818;AMORT ALENCON;immobilisation;;;;;1
281840;2818;AMORTISS.MOBILIER BUREAU;immobilisation;;;;;1
281841;2818;AMORT ALENCON;immobilisation;;;;;1
281850;2818;AMORTISS.LOGICIELS;immobilisation;;;;;1
296100;2961;PROVI DEPRE TITRES;immobilisation;;;;;1
370000;3700;STOCKS MARCHANDISES;income;;;true;true;1
390000;3900;PROV.DEPRECIATION STOCK;income;;;true;true;1
397000;3970;DOTATION PROVI STOCK;currentAsset;;;;;1
403000;4030;EFFET A PAYER;payable;true;true;;;1
408100;4081;FAC FRS NON PARVENUS;payable;true;true;;;1
409100;4091;ACOMPTE FOURNISSEUR;currentAsset;true;true;;;1
409700;4097;AVOIR A RECEVOIR;currentAsset;true;true;;;1
409800;4098;RISTOURNES A RECEVOIR;currentAsset;true;true;;;1
413000;4130;EFFET A RECEVOIR;receivable;;;;;1
413001;4130;EFFETS ESC.ECH.01 BFCC;receivable;;;;;1
413002;4130;EFFETS ESC.ECH.02 BFCC;receivable;;;;;1
413003;4130;EFFETS ESC.ECH.03 BFCC;receivable;;;;;1
413004;4130;EFFETS ESC.ECH.04 BFCC;receivable;;;;;1
413005;4130;EFFETS ESC.ECH.05 BFCC;receivable;;;;;1
413006;4130;EFFETS ESC.ECH.06 BFCC;receivable;;;;;1
413007;4130;EFFETS ESC.ECH.07 BFCC;receivable;;;;;1
413008;4130;EFFETS ESC.ECH.08 BFCC;receivable;;;;;1
413009;4130;EFFETS ESC.ECH.09 BFCC;receivable;;;;;1
413010;4130;EFFETS ESC.ECH.10 BFCC;receivable;;;;;1
413011;4130;EFFETS ESC.ECH.11 BFCC;receivable;;;;;1
413012;4130;EFFETS ESC.ECH.12 BFCC;receivable;;;;;1
413101;4131;EFFETS ESC.ECH.01 CCF;income;;;true;true;1
413102;4131;EFFETS ESC.ECH.02 CCF;income;;;true;true;1
413103;4131;EFFETS ESC.ECH.03 CCF;income;;;true;true;1
413104;4131;EFFETS ESC.ECH.04 CCF;income;;;true;true;1
413105;4131;EFFETS ESC.ECH.05 CCF;income;;;true;true;1
413106;4131;EFFETS ESC.ECH.06 CCF;income;;;true;true;1
413107;4131;EFFETS ESC.ECH.07 CCF;income;;;true;true;1
413108;4131;EFFETS ESC.ECH.08 CCF;income;;;true;true;1
413109;4131;EFFETS ESC.ECH.09 CCF;income;;;true;true;1
413110;4131;EFFETS ESC.ECH.10 CCF;income;;;true;true;1
413111;4131;EFFETS ESC.ECH.11 CCF;income;;;true;true;1
413112;4131;EFFETS ESC.ECH.12 CCF;income;;;true;true;1
416000;4160;CLIENTS DOUTEUX;receivable;true;true;;;1
418100;4181;FACTURE A ETABLIR;receivable;true;true;;;1
419100;4191;CREANECOCE;debt;true;true;;;1
419700;4197;AVOIRS A ETABLIR;debt;true;true;;;1
419800;4198;AVOIR A ETABLIR;debt;true;true;;;1
421000;4210;REMUNERATIONS DUES;debt;;;;;1
421100;4211;REMUNERATION LONRAI;income;;;true;true;1
425000;4250;AVANCE ET ACOMPTE;receivable;true;true;;;1
427000;4270;SAISIE ARRET;debt;true;true;;;1
428200;4282;PROVISION CONGES PAYES;debt;;;;;1
428600;4286;PROVI PRIME;debt;;;;;1
428610;4286;PROVI LICENCIEMENT;debt;;;;;1
428701;4287;ACTIVITﾉ PARTIELLE;receivable;;;;;1
437100;4371;SECURITE SOCIALE;income;;;true;true;1
437200;4372;ASSURANCE CHOMAGE;income;;;true;true;1
437300;4373;RETRAITE COMPLEMENTAIRE;income;;;true;true;1
437400;4374;CAISSE DE CADRES;income;;;true;true;1
437500;4375;HUMANIS+GENERALI+SWISS LIFE;income;;;true;true;1
437600;4376;PREVOYANCE SALARIE GENERALI   VERS 437500;income;;;true;true;1
437700;4377;AUTRES ORGANISMES SOCIAUX;income;;;true;true;1
438000;4380;CHARGES SUR PRIMES;debt;;;;;1
438200;4382;CH. SUR CONGES A PAYER;debt;;;;;1
438600;4386;PROVI AUTRES CHARGES A PAYER;debt;;;;;1
438610;4386;RETRAITE;debt;;;;;1
438700;4387;PRODUIT ﾀ RECEVOIR;receivable;;;;;1
442100;4421;PRELEVEMENT A LA SOURCE;income;;;true;true;1
443000;4430;CHOMAGE PARTIEL;tax;;;;;1
444000;4440;IMPOT SOCIETE;tax;;;;;1
445510;4455;RECEVEUR TVA;tax;;;;;1
445650;4456;CREDIT TVA \(DE REFERENCE\);tax;;;;;1
445660;4456;TVA RECUPERABLE;tax;;;;;1
445661;4456;TVA DEDUCTIBLE ENCTS;tax;;;;;1
445662;4456;TVA DEDUCTIBLE DUCROIRE;tax;;;;;1
445663;4456;TVA ABANDON;tax;;;;;1
445670;4456;CREDIT DE TVA A REPORTER;tax;;;;;1
445710;4457;TVA A REGULARISER;tax;;;;;1
445711;4457;TVA A 5,5%;tax;;;;;1
445712;4457;TVA IRRECOUVRABLE;tax;;;;;1
445713;4457;TVA A 7%;tax;;;;;1
445714;4457;TVA 5,5% DUCROIRE;tax;;;;;1
445715;4457;TVA 20% DUCROIRE;tax;;;;;1
445716;4457;TVA COLLECT 20% ENCTS;tax;;;;;1
445717;4457;TVA COLLECTEE 20%;tax;;;;;1
445718;4457;TVA INTRACOMMUNAUTAIRE;tax;;;;;1
445719;4457;TVA COLL.S.PERTE HORDOIR;tax;;;;;1
445720;4457;TVA DUCROIRE 7%;tax;;;;;1
445721;4457;TVA SUR IMPORT;tax;;;;;1
445800;4458;TVA A REGULARISER;tax;;;;;1
445860;4458;TVA S.FACT. A RECEVOIR;tax;;;;;1
445870;4458;TVA SUR FACT.A ETABLIR;tax;;;;;1
445871;4458;TVA AV A ETABLIR;tax;;;;;1
448600;4486;IMPOTS DIVERS A PAYER;tax;;;;;1
448700;4487;ETAT PRODUITS A RECEVOIR;tax;;;;;1
451000;4510;CT CT SCI IMMO;receivable;;;;;1
451100;4511;CT CT ARTEO;income;;;true;true;1
455000;4550;COMPTE COURANT ASSOCIES;receivable;true;true;;;1
455200;4552;CT CT MAJUS;income;;;true;true;1
456200;4562;ACTIONNAIRES CAP.A VERSER;receivable;true;true;;;1
"4563ABCD";4563;ABCD PRO VERS. CAPITAL;receivable;true;true;;;1
"4563ABCDM";4563;ABCD B.A.VERS.CAPITAL;receivable;true;true;;;1
"4563ADA14";4563;ADAM 14 VERSEMENT CAPITAL;receivable;true;true;;;1
"4563ADA18";4563;ADAM 18 VERSEMENT CAPITAL;receivable;true;true;;;1
"4563AERAT";4563;AERAT VERSEMENT CAPITAL;receivable;true;true;;;1
"4563AIRE";4563;L'AIRE DES ARTS CAPITAL;receivable;true;true;;;1
"4563AMANC";4563;LES COMPTOIRS CREATIFS;receivable;true;true;;;1
"4563AMBRE";4563;AMBRE LE MANS;receivable;true;true;;;1
"4563AMIEN";4563;AMIENS;receivable;true;true;;;1
"4563AQUAR";4563;AQUARELLE VERS.CAPITAL;receivable;true;true;;;1
"4563ARAGO";4563;TIREPLAN MALHERBE;receivable;true;true;;;1
"4563ARCAN";4563;ARCANES CHATEAUROUX;receivable;true;true;;;1
"4563ARMAG";4563;ARMAG VERSEMENT CAPITAL;receivable;true;true;;;1
"4563ARTDE";4563;ARTIS DECO CAPITAL;receivable;true;true;;;1
"4563ARTIC";4563;ARTISTICA CAPITAL;receivable;true;true;;;1
"4563ARTIM";4563;ARTISSIMO CAPITAL;receivable;true;true;;;1
"4563ARTIS";4563;ARTISTE PEINTRE D E;receivable;true;true;;;1
"4563ARTLE";4563;ARTS ET LETTRES CAPITAL;receivable;true;true;;;1
"4563ARTPA";4563;ART PASSION CREATION;receivable;true;true;;;1
"4563ARTTE";4563;ART ET TECHN.VERS.CAPITAL;receivable;true;true;;;1
"4563ASTRA";4563;ASTRA VERSEMENT CAPITAL;receivable;true;true;;;1
"4563ATARM";4563;L'ATELIER DES ARTS MANUELS    CAPITAL;receivable;true;true;;;1
"4563ATART";4563;ATELIER ART TOURS;receivable;true;true;;;1
"4563ATECO";4563;L'ATELIER DES COULEURS CAPITAL;receivable;true;true;;;1
"4563ATOUT";4563;ATOUTS CREATION;receivable;true;true;;;1
"4563AUBEN";4563;CULTURELA AUBENAS;receivable;true;true;;;1
"4563AUDUN";4563;AUDUN LE TICHE;receivable;true;true;;;1
"4563AURAY";4563;AURAY;receivable;true;true;;;1
"4563AURIL";4563;AURILLAC INTERACTIVE PAP.;receivable;true;true;;;1
"4563AUTRE";4563;AUTREMENT DIT;receivable;true;true;;;1
"4563BARRI";4563;BARRIERE VERS.CAPITAL;receivable;true;true;;;1
"4563BAYEU";4563;DALBE BAYEUX;receivable;true;true;;;1
"4563BAZEI";4563;TENDANCE TISSUS               MARMANDE;receivable;true;true;;;1
"4563BEREC";4563;BERGERAC;receivable;true;true;;;1
"4563BERNH";4563;BERNHART VERS.CAPITAL;receivable;true;true;;;1
"4563BERTY";4563;;receivable;true;true;;;1
"4563BESAN";4563;L'INTRANQUILLE PLAZZA;receivable;true;true;;;1
"4563BIGAN";4563;ABCB SARL;receivable;true;true;;;1
"4563BORSA";4563;BORSATO VERS.CAPITAL;receivable;true;true;;;1
"4563BRIEU";4563;ST BRIEUC;receivable;true;true;;;1
"4563BRIVE";4563;SARL NOIR IVOIRE;receivable;true;true;;;1
"4563CALYP";4563;CALYPSO VERS.CAPITAL;receivable;true;true;;;1
"4563CARCA";4563;LACOSTE CARCASSONNE;receivable;true;true;;;1
"4563CARPA";4563;CARPAP;receivable;true;true;;;1
"4563CASAB";4563;DALBE CASABLANCA;receivable;true;true;;;1
"4563CHAMP";4563;CHAMPAGNE PLAN VERS.CAPIT;receivable;true;true;;;1
"4563CHARL";4563;CREA-LOISIR;receivable;true;true;;;1
"4563CHATO";4563;CHARLEMAGNE TOULON;receivable;true;true;;;1
"4563CHEMI";4563;LE CHEMIN DES ARTS CAPITAL;receivable;true;true;;;1
"4563CHERB";4563;CHERBOURG JORET;receivable;true;true;;;1
"4563CHEVAL";4563;LE CHEVALET CAPITAL;receivable;true;true;;;1
"4563CHOPA";4563;GROUPE DELTA OUEST CHOLET;receivable;true;true;;;1
"4563COGNE";4563;PAPETERIE COGNET;receivable;true;true;;;1
"4563COIN";4563;COIN DES ARTS;receivable;true;true;;;1
"4563COLOR";4563;COLOR;receivable;true;true;;;1
"4563COUVR";4563;COUVREUR VERS.CAPITAL;receivable;true;true;;;1
"4563CULTU";4563;CULTURE PLUS;receivable;true;true;;;1
"4563DATOU";4563;CREALAND;receivable;true;true;;;1
"4563DELOU";4563;DELOUBES VERS.CAPITAL;receivable;true;true;;;1
"4563DEMEY";4563;SA DEMEY;receivable;true;true;;;1
"4563DIJON";4563;DIJON VERS.CAPITAL;receivable;true;true;;;1
"4563DISAU";4563;DISTRE;receivable;true;true;;;1
"4563DIVER";4563;DIVERS;receivable;true;true;;;1
"4563DLM";4563;DLM VERS.CAPITAL;receivable;true;true;;;1
"4563DUBOI";4563;DUBOIS VERS.CAPITAL;receivable;true;true;;;1
"4563DUPON";4563;DUPONT VERS.CAPITTAL;receivable;true;true;;;1
"4563DUPRE";4563;DUPRE D E;receivable;true;true;;;1
"4563EDV";4563;ECLAT DE VERRE;receivable;true;true;;;1
"4563EGLY";4563;ESPACE TEMPS SIMBAC;receivable;true;true;;;1
"4563ELLI";4563;ELLI;receivable;true;true;;;1
"4563EPS33";4563;EPS CAPITAL;receivable;true;true;;;1
"4563EVREU";4563;DALBE EVREUX;receivable;true;true;;;1
"4563EXBER";4563;EXPL.BERTY VERS.CAPITAL;receivable;true;true;;;1
"4563FOIX";4563;SURRE MAJUSCULE;receivable;true;true;;;1
"4563FONTE";4563;BOUTIN FONTENAY LE COMTE;receivable;true;true;;;1
"4563FORME";4563;FORMES ET COULEURS;receivable;true;true;;;1
"4563FORUM";4563;FORUM DES ARTS;receivable;true;true;;;1
"4563FOTOP";4563;FOTOPLAN  VERS.CAPITAL;receivable;true;true;;;1
"4563GALLER";4563;GALLERIE 16 CAPITAL;receivable;true;true;;;1
"4563GAMBE";4563;PAPETERIE GAMBETTA;receivable;true;true;;;1
"4563GAP";4563;GAP;receivable;true;true;;;1
"4563GER";4563;GER VERS. CAPITAL;receivable;true;true;;;1
"4563GIOFF";4563;GIOFFREDO VERS.CAPITAL;receivable;true;true;;;1
"4563GRAPH";4563;GRAPHI PLAN VERS.CAPITAL;receivable;true;true;;;1
"4563GRASS";4563;CENTRAL DECOR GRASSIN CAPITAL;receivable;true;true;;;1
"4563GRENO";4563;GRENOBLE VERS.CAPITAL;receivable;true;true;;;1
"4563GSCOO";4563;GRAPHISCOOP VERS.CAPITAL;receivable;true;true;;;1
"4563HELCO";4563;HELIOCOP VERS.CAPITAL;receivable;true;true;;;1
"4563HELIO";4563;HELIO;receivable;true;true;;;1
"4563HELNA";4563;HELNA VERS.CAPITAL;receivable;true;true;;;1
"4563HUGUE";4563;HUGUENIOT VERS.CAPITAL;receivable;true;true;;;1
"4563IMAGE";4563;L'IMAGE EN MARCHE CAPITAL;receivable;true;true;;;1
"4563ISSOI";4563;ISSOIRE;receivable;true;true;;;1
"4563JASLI";4563;JASLIN VERS.CAPITAL;receivable;true;true;;;1
"4563JUDEL";4563;LE COIN DES BEAUX ARTS;receivable;true;true;;;1
"4563LACOS";4563;LACOSTE;receivable;true;true;;;1
"4563LAMAI";4563;MAISON ARTS VERS.CAPITAL;receivable;true;true;;;1
"4563LANGO";4563;PAP LAGUERIE;receivable;true;true;;;1
"4563LANGU";4563;BUROLIKE LANGUEUX;receivable;true;true;;;1
"4563LANNI";4563;LANNION;receivable;true;true;;;1
"4563LAPAP";4563;LA PAPETERIE VERS.CAPITAL;receivable;true;true;;;1
"4563LAURI";4563;L'HIRONDELLE CREATIVE         SALON DE PROVENCE;receivable;true;true;;;1
"4563LAVAL";4563;LA TETE DANS LE CADRE;receivable;true;true;;;1
"4563LAVAU";4563;LAVAUR;receivable;true;true;;;1
"4563LAVRU";4563;LAVRUT VERS.CAPITAL;receivable;true;true;;;1
"4563LEFEB";4563;LEFEBVRE VERS.CAPITAL;receivable;true;true;;;1
"4563LEGEN";4563;PAPETERIE LEGENDRE            75017 PARIS;receivable;true;true;;;1
"4563LEPAS";4563;LE PASSAGE CAPITAL;receivable;true;true;;;1
"4563LEPOR";4563;EKIMAG;receivable;true;true;;;1
"4563LESBE";4563;LES BEAUX ARTS CAPITAL;receivable;true;true;;;1
"4563LIBOU";4563;SARL VALMI;receivable;true;true;;;1
"4563LIBRA";4563;LIBRAIRIE DES ARTS CAPITAL;receivable;true;true;;;1
"4563LILLE";4563;RART LILLE;receivable;true;true;;;1
"4563LIPBA";4563;LIPS B ARTS CAPITAL;receivable;true;true;;;1
"4563LIPS";4563;LIPS ARTS.CAPITAL;receivable;true;true;;;1
"4563LISIE";4563;DALBE LISIEUX \(B S P C\);receivable;true;true;;;1
"4563LORIO";4563;KING JOUET LORIOL;receivable;true;true;;;1
"4563LOUAR";4563;LOUARD VERS.CAPITAL;receivable;true;true;;;1
"4563LTM";4563;LTM RENNES;receivable;true;true;;;1
"4563MADEC";4563;MADEC CAPITAL;receivable;true;true;;;1
"4563MADIS";4563;MADISON LIBOURNE;receivable;true;true;;;1
"4563MAEDE";4563;SAS H.N MAEDER;receivable;true;true;;;1
"4563MAGIS";4563;MAGIS VERS.CAPITAL;receivable;true;true;;;1
"4563MAISO";4563;MAISON DESS.VERS.CAPITAL;receivable;true;true;;;1
"4563MARCH";4563;MARCHAND DE COULEURS CAPITAL;receivable;true;true;;;1
"4563MARTI";4563;MARTIN-DELBERT AGEN;receivable;true;true;;;1
"4563MEAUX";4563;BUREAU CENTER MEAUX;receivable;true;true;;;1
"4563MEIST";4563;MEISTRE VERS.CAPITAL;receivable;true;true;;;1
"4563MENDE";4563;O'BURO MENDE;receivable;true;true;;;1
"4563MENON";4563;BURO POLE                     FOUGERES;receivable;true;true;;;1
"4563METZH";4563;HISLER EVEN METZ;receivable;true;true;;;1
"4563MIDDL";4563;MIDDLETON & ART;receivable;true;true;;;1
"4563MODER";4563;BUREAU MODERNE;receivable;true;true;;;1
"4563MONTB";4563;DALBE MONTBRISON;receivable;true;true;;;1
"4563MONTR";4563;CABRERA MONTREUIL;receivable;true;true;;;1
"4563MOUAN";4563;MOUANS SARTOUX;receivable;true;true;;;1
"4563MULHO";4563;DIX JUILLET                   MULHOUSE/BELFORT;receivable;true;true;;;1
"4563NANCY";4563;DALBE NANCY \(FROUARD\);receivable;true;true;;;1
"4563NANLC";4563;LOISIRS ET COULEURS;receivable;true;true;;;1
"4563NATUR";4563;NATURE CREATIVE;receivable;true;true;;;1
"4563NELLA";4563;NELLA;receivable;true;true;;;1
"4563NIORT";4563;SECOF NIORT;receivable;true;true;;;1
"4563NMGIN";4563;NMG INV.ROANNE;receivable;true;true;;;1
"4563OCEP";4563;OCEP COUTANCES;receivable;true;true;;;1
"4563ODYSS";4563;ODYSSEY TAHITI;receivable;true;true;;;1
"4563OFFIC";4563;OFFICE ONE DEPOT;receivable;true;true;;;1
"4563ORLEA";4563;;receivable;true;true;;;1
"4563OUEST";4563;OUEST GRAP.VERS.CAPITAL;receivable;true;true;;;1
"4563PALAP";4563;PALAPA LISIEUX;receivable;true;true;;;1
"4563PALET";4563;LA PALETTE ST LUC CAPITAL;receivable;true;true;;;1
"4563PAPCH";4563;PAPETERIE CHAMBERY;receivable;true;true;;;1
"4563PAPIR";4563;PAPIRUS VERS.CAPITAL;receivable;true;true;;;1
"4563PAPON";4563;PAPON VERS CAPITAL;receivable;true;true;;;1
"4563PAPRA";4563;PAP CHAMBERY;receivable;true;true;;;1
"4563PASSI";4563;PASSION CREATION;receivable;true;true;;;1
"4563PERFO";4563;PERFORMANCE;receivable;true;true;;;1
"4563PIERA";4563;PIERA;receivable;true;true;;;1
"4563PLENI";4563;PLENITUDE;receivable;true;true;;;1
"4563PLUME";4563;PLUMEAU ROUGE;receivable;true;true;;;1
"4563POINT";4563;POINT VIRGULE;receivable;true;true;;;1
"4563POLE";4563;BUREAU POLE;receivable;true;true;;;1
"4563PROBU";4563;PROBUREAU;receivable;true;true;;;1
"4563QUADR";4563;QUADRIMOVEL;receivable;true;true;;;1
"4563REGAR";4563;REG ART CAPITAL;receivable;true;true;;;1
"4563REMON";4563;CASTEAL RENNES;receivable;true;true;;;1
"4563RENNE";4563;RENNES;receivable;true;true;;;1
"4563RIBOU";4563;RIBOULET VERS.CAPITAL;receivable;true;true;;;1
"4563RIMBA";4563;LIB.RIMBAUD                   CHARLEVILLE MEZIERES;receivable;true;true;;;1
"4563ROANN";4563;MIROSE ROANNE;receivable;true;true;;;1
"4563RODEZ";4563;RODEZ;receivable;true;true;;;1
"4563RORBA";4563;RORBA;receivable;true;true;;;1
"4563ROUEN";4563;ROUEN VERS.CAPITAL;receivable;true;true;;;1
"4563SALON";4563;SALON;receivable;true;true;;;1
"4563SARLA";4563;SARLAT BATAILLON;receivable;true;true;;;1
"4563SAUMU";4563;SAUMUR ELEMIAS;receivable;true;true;;;1
"4563SAVOI";4563;ATELIER SAVOIR FAIRE;receivable;true;true;;;1
"4563SCLM";4563;SCLM MARTINIQUE;receivable;true;true;;;1
"4563SEDIC";4563;SEDIC VERS.CAPITAL;receivable;true;true;;;1
"4563SETE";4563;DALBE SETE;receivable;true;true;;;1
"4563SETTG";4563;SETT GRUP VERS.CAPITAL;receivable;true;true;;;1
"4563SEYNO";4563;PAP SEYNOD;receivable;true;true;;;1
"4563SOGEC";4563;SOGECAL;receivable;true;true;;;1
"4563STBAR";4563;SASU MARCHAND COULEUR         SAINT BARTHELEMY;receivable;true;true;;;1
"4563STBRI";4563;FORUM DES CHAMPS ST BRIEUC;receivable;true;true;;;1
"4563STIRP";4563;STIRP VERS.CAPITAL;receivable;true;true;;;1
"4563STLO";4563;PLANET R;receivable;true;true;;;1
"4563TAXIA";4563;TAXI ART;receivable;true;true;;;1
"4563TECHN";4563;TECHNO PLANN VERS.CAPITAL;receivable;true;true;;;1
"4563THEIE";4563;ATELIE DU SAVOIR FAIRE;receivable;true;true;;;1
"4563THONO";4563;THONON;receivable;true;true;;;1
"4563TIRE";4563;TIREPLAN VERS.CAPITAL;receivable;true;true;;;1
"4563TIREP";4563;TIREP VERS.CAPITAL;receivable;true;true;;;1
"4563TONNE";4563;TONNERE VERS.CAPITAL;receivable;true;true;;;1
"4563TOUCH";4563;CHARLEMAGNE TOULON;receivable;true;true;;;1
"4563TOULO";4563;LAGRENE;receivable;true;true;;;1
"4563TOVAL";4563;TOVAL;receivable;true;true;;;1
"4563TPLD";4563;TPLD VERS.CAPITAL;receivable;true;true;;;1
"4563TREFL";4563;L'AS DE TREFLE;receivable;true;true;;;1
"4563TRILL";4563;TRILLAUD;receivable;true;true;;;1
"4563ULTRA";4563;ULTRAMARINE CAPITAL;receivable;true;true;;;1
"4563VANCH";4563;VANNES CHEMINANT;receivable;true;true;;;1
"4563VERGE";4563;VERGER DES MUSES;receivable;true;true;;;1
"4563VERRI";4563;VERRIER LES HERBOER;receivable;true;true;;;1
"4563VIAL";4563;VIAL VERS.CAPITTAL;receivable;true;true;;;1
"4563YSSIN";4563;SARL NIVAR YSSINGEAUX;receivable;true;true;;;1
"4564ABCDP";4564;D.ENTREE ABCD PRO;receivable;true;true;;;1
"4564ARTIS";4564;ARTISTE PEINTRE;receivable;true;true;;;1
"4564AUTRE";4564;AUTRE DIT;receivable;true;true;;;1
"4564BASER";4564;BASER CAPITAL;receivable;true;true;;;1
"4564CHAMP";4564;D.ENTREE CHAMPAGNE;receivable;true;true;;;1
"4564DUPON";4564;D.ENTREE DUPONT;receivable;true;true;;;1
"4564DUPRE";4564;DUPRE;receivable;true;true;;;1
"4564FOTOP";4564;D.ENTREE FOTOPLAN;receivable;true;true;;;1
"4564MEIST";4564;D.ENTREE MEISTRE;receivable;true;true;;;1
"4564OUEST";4564;D.ENTREE OUEST GRAPHIQUE;receivable;true;true;;;1
"4564PAPON";4564;DROIT D ENTREE PAPON;receivable;true;true;;;1
"4564RIBOU";4564;D.ENTREE RIBOULET;receivable;true;true;;;1
"4564ROLLA";4564;DROIT D'ENTREE ROLLAND;receivable;true;true;;;1
"4564RORBA";4564;ROR BEAUX ART;receivable;true;true;;;1
"4564TIRE";4564;D.ENTREE TIREPLAN;receivable;true;true;;;1
"4564VIAL";4564;D.ENTREE VIAL;receivable;true;true;;;1
460000;4600;DEBITEURS DIVERS;income;;;true;true;1
461000;4610;CRED.DIV. RIST. ACCORDEES;income;;;true;true;1
461100;4611;DEBITEUR QUADRAGE;income;;;true;true;1
461200;4612;DEBITEUR ARTEO;income;;;true;true;1
461210;4612;CREDITEUR ARTEO;income;;;true;true;1
461400;4614;CREDITEURS DIVERS;income;;;true;true;1
"467ACPME";"467A";MELUN;income;;;true;true;1
"467AMBRE";"467A";LE MANS;income;;;true;true;1
"467AMIEN";"467A";AMIENS;income;;;true;true;1
"467ARMAG";"467A";LA ROCHELLE;income;;;true;true;1
"467ARTDE";"467A";ALES;income;;;true;true;1
"467ARTIC";"467A";ST MITRE;income;;;true;true;1
"467ARTIS";"467A";ARTISTE PEINTRE;income;;;true;true;1
"467ARTLE";"467A";ST NAZAIRE;income;;;true;true;1
"467ARTPA";"467A";COGNAC;income;;;true;true;1
"467ASF";"467A";TOURS;income;;;true;true;1
"467ATARM";"467A";MULHOUSE;income;;;true;true;1
"467ATCOU";"467A";BEZIERS;income;;;true;true;1
"467AUBEN";"467A";AUBENAS;income;;;true;true;1
"467AUDUN";"467A";AUDUN LE TICHE;income;;;true;true;1
"467AURAY";"467A";AURAY;income;;;true;true;1
"467AUTRE";"467A";FLERS;income;;;true;true;1
"467BAYEU";"467B";BAYEUX;income;;;true;true;1
"467BORSA";"467B";AUXERRE;income;;;true;true;1
"467BRIEU";"467B";ST BRIEUC;income;;;true;true;1
"467BRIVE";"467B";BRIVE;income;;;true;true;1
"467CALYP";"467C";CLERMONT;income;;;true;true;1
"467CHARL";"467C";CHARLEVILLE;income;;;true;true;1
"467CHEMI";"467C";LANGUEUX;income;;;true;true;1
"467CHERB";"467C";CHERBOURG;income;;;true;true;1
"467CHOPA";"467C";CHOLET;income;;;true;true;1
"467COGNE";"467C";ST QUENTIN;income;;;true;true;1
"467COIN";"467C";DIJON;income;;;true;true;1
"467COLOR";"467C";ST ETIENNE;income;;;true;true;1
"467CULTU";"467C";LA TESTE;income;;;true;true;1
"467DATOU";"467D";TOULOUSE;income;;;true;true;1
"467DEMDU";"467D";DUNKERQUE;income;;;true;true;1
"467DIJON";"467D";DIJON DESSIN;income;;;true;true;1
"467DISAU";"467D";DISAU;income;;;true;true;1
"467DIVER";"467D";DIVERS;income;;;true;true;1
"467EVREU";"467E";EVREUX;income;;;true;true;1
"467EXBER";"467E";BERTY 5E;income;;;true;true;1
"467FONTE";"467F";FONTENAY;income;;;true;true;1
"467FORME";"467F";EPINAL;income;;;true;true;1
"467FORUM";"467F";CAHORS;income;;;true;true;1
"467GALER";"467G";QUIMPER;income;;;true;true;1
"467GAP";"467G";GAP;income;;;true;true;1
"467GDPER";"467G";PERLES & MOI;income;;;true;true;1
"467GRASS";"467G";POITIERS;income;;;true;true;1
"467GRENO";"467G";GRENOBLE;income;;;true;true;1
"467HELIO";"467H";NANTES;income;;;true;true;1
"467INDIG";"467I";ANGERS;income;;;true;true;1
"467ISSOI";"467I";ISSOIRE;income;;;true;true;1
"467JUDEL";"467J";LE COIN DES BEAUX ARTS;income;;;true;true;1
"467JUKAI";"467J";LYON BEAUX ARTS;income;;;true;true;1
"467LANGO";"467L";LANGON;income;;;true;true;1
"467LANIE";"467L";LANIECE CHERBOURG;income;;;true;true;1
"467LANNI";"467L";LANNION;income;;;true;true;1
"467LAURI";"467L";LAURIOL SALON;income;;;true;true;1
"467LAVAU";"467L";LAVAUR;income;;;true;true;1
"467LEMAN";"467L";LEMAN;income;;;true;true;1
"467LEPAS";"467L";ALENCON;income;;;true;true;1
"467LIBRA";"467L";TARBES;income;;;true;true;1
"467LILLE";"467L";LILLE;income;;;true;true;1
"467LIPS";"467L";LYON ARTS GRAPHIQUES;income;;;true;true;1
"467LISIE";"467L";LISIEUX;income;;;true;true;1
"467LOUAR";"467L";LOUARD;income;;;true;true;1
