importId;name;code;description;internalDescription;productSubTypeSelect;productFamily.importId;productCategory.importId;expense;procurementMethodSelect;unit.importId;productTypeSelect;salePrice;saleCurrency.code;purchasePrice;purchaseCurrency.code;defaultSupplierPartner.importId;startDate;endDate;saleSupplySelect;costPrice;hasWarranty;warrantyNbrOfMonths;isPerishable;perishableNbrOfMonths;defaultBillOfMaterial.importId;managPriceCoef;picture_fileName;isActivity;productVariantConfig.importId;manageVariantPrice
157;DEGUISEMENTS D'ENFANCE        L'INÉDITE                     ;61133700;"<p>R&eacute;alisez facilement 10 d&eacute;guisements pour les enfants gr&acirc;ce &agrave; des pas &agrave; pas syst&eacute;matiques et des explications claires ! <br /> <br /> Quelques points de couture, de la r&eacute;cup, une belle cr&eacute;ativit&eacute; et les petites filles se transformeront en ravissantes princesse, gitane et f&eacute;e papillon alors que les jeunes gar&ccedil;ons arboreront fi&egrave;rement leur costume de super h&eacute;ros, astronaute ou roi chevalier.</p>";Réf. fournisseur : G28374;;7;143;false;buy;1;storable;8.53;EUR;7.6967;EUR;21;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/4/1/2/6/4126.jpg;;;
158;CALLIGRAPHIE 100 ALPHABETS    EYROLLES                      ;61135000;"<p>Planches d'&eacute;tude et guide d'ex&eacute;cution pas &agrave; pas d'une centaine d'&eacute;critures, des alphabets romains aux mod&egrave;les contemporains en passant par les cr&eacute;ations de l'Art nouveau.</p>";Réf. fournisseur : G13948;;7;59;false;buy;1;storable;13.4;EUR;11.4692;EUR;21;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/4/1/3/9/4139.jpg;;;
159;BIJOUX EN PATE FIMO           MES CREATIONS                 ;61136000;"<ins><strong>Informations produit :</strong></ins> <br />
Réalisez plus de 40 colliers, bagues, bracelets, broches, barrettes, sautoirs... en pâte Fimo grâce aux modèles proposés dans ce livre.<br />

Des étapes claires illustrées de dessins détaillés et de photos. Des astuces et des idées de gammes de couleurs viennent s'ajouter aux explications.<br />

Des créations gourmandes et tendance, à la portée de toutes !";;;7;127;false;buy;1;storable;6.03;EUR;5.6872;EUR;16;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/4/1/9/2/4192.jpg;;;
160;AQUARELLE INITIATION PAS A PAS                              ;61137000;"<p><strong><ins>Informations produit :</ins></strong> <br /> Une nouvelle collection pour apprendre &agrave; peindre en toute facilit&eacute;. Fleurs, arbres, animaux, ces motifs que l'artiste croise au d&eacute;tour d'une promenade sont peints en une s&eacute;ance, ""alla prima"".<br /> Expliqu&eacute; en pas &agrave; pas, chaque mod&egrave;le est une le&ccedil;on d'aquarelle... et de simplicit&eacute;.</p>";;;7;23;false;buy;1;storable;8.98;EUR;8.5024;EUR;16;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/4/2/0/2/4202.jpg;;;
161;BALEINES+1MAQUETTE 3D         FLAMMARION                    ;61140400;"<p><strong><ins>Informations produit :</ins></strong></p>
<ul>
<li>Un livre pour tout savoir sur les plus gros animaux du monde&nbsp;!</li>
<li>Explore les oc&eacute;ans &agrave; la rencontre des baleines&nbsp;! Plus impressionnantes que les dinosaures, les baleines t'attendent dans les pages de ton livre pour une plong&eacute;e inoubliable dans leur fascinant univers&nbsp;!</li>
<li>Et pour prolonger ce fabuleux voyage, reconstitue le squelette de la baleine bleue, la reine des oc&eacute;ans.</li>
<li>&Eacute;motions fortes garanties&nbsp;!</li>
<li>&Agrave; partir de 7&nbsp;ans Attention&nbsp;!</li>
<li>Ce livre ne convient pas aux enfants de moins de 36&nbsp;mois.</li>
</ul>";;;7;29;false;buy;1;storable;7.25;EUR;6.0057;EUR;22;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/4/3/8/1/4381.jpg;;;
162;FRIANDISES A CREER            PORCELAINE FROIDE             ;61141300;;Réf. fournisseur : NATASEL5;;7;141;false;buy;1;storable;11.27;EUR;9.7575;EUR;23;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/4/6/2/8/4628.jpg;;;
163;FLEURS EN PATE POLYMERE                                     ;61141600;"<p>D&eacute;couvrez l'une des techniques de base de la p&acirc;te polym&egrave;re : le millefiori. Traduit de l'italien, ""millefiori"" signifie litt&eacute;ralement mille fleurs. Apprenez &agrave; ma&icirc;triser cette fabuleuse technique et lancez-vous dans la cr&eacute;ation de fleurs qui traverseront toutes les saisons. P&acirc;querette, crocus, pens&eacute;e, hibiscus, edelweiss... vous allez r&eacute;aliser de nombreux mod&egrave;les de fleurs, des plus simples aux plus &eacute;labor&eacute;s. Au fil des pages, vous trouverez des id&eacute;es de bijoux floraux &agrave; concevoir pour utiliser vos canes.</p>";;;7;141;false;buy;1;storable;10.38;EUR;9.6114;EUR;16;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/5/5/4/5/5545.jpg;;;
164;LA DECO COUNTRY FIL DES SAISONEDITIONS DE SAXE              ;61142400;"<p>Ce beau livre vous propose de charmants motifs &agrave; peindre, pour donner &agrave; votre int&eacute;rieur un petit air country. Des compositions florales des 4 saisons, des sc&egrave;nes de contes, des petits personnages de No&euml;l viendront orner objets d&eacute;co et petit mobilier, pour un effet des plus chaleureux&nbsp;! Pour chaque mod&egrave;le, une liste de pinceaux est propos&eacute;e. Utilis&eacute;s selon les techniques et les habitudes, il sera plus facile d'en tirer le meilleur parti. Toutes les explications sont d&eacute;taill&eacute;es et pas &agrave; pas pour que la r&eacute;alisation soit plus facile.</p>";Réf. fournisseur : G46619;;7;128;false;buy;1;storable;8.84;EUR;7.5592;EUR;21;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/5/5/3/9/5539.jpg;;;
165;BIJOUX INEDITS NATURE & RECUP EDITIONS DE SAXE              ;61142500;"<p>Un livre consacr&eacute; &agrave; la cr&eacute;ation de bijoux originaux r&eacute;alis&eacute;s &agrave; partir d'&eacute;l&eacute;ments naturels et de r&eacute;cup&eacute;ration. Il permet de tirer parti des mat&eacute;riaux les plus divers pour concevoir colliers, bracelets, bagues et boucles d'oreilles&nbsp;: Fragments de verre polis par la mer, marrons satin&eacute;s collect&eacute;s en for&ecirc;t, morceaux de catadioptres de bicyclettes. Chacun de ces objets peut &ecirc;tre mis en oeuvre pour des effets remarquables et in&eacute;dits&nbsp;! Vous apprendrez &agrave; crocheter, enfiler, riveter, incruster de l'argent, sertir des &eacute;l&eacute;ments dans de la r&eacute;sine &eacute;poxy... Avec des techniques tr&egrave;s simples et clairement expliqu&eacute;es, vous allez pouvoir fabriquer de beaux bijoux, &agrave; nuls autres pareils&nbsp;!</p>";Réf. fournisseur : G46625;;7;127;false;buy;1;storable;11.87;EUR;10.1659;EUR;21;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/5/5/4/9/5549.jpg;;;
166;LES NOUVELLES TABLES DE STEF  EYROLLES                      ;61142900;"<p>23 tables pour vous inspirer et devenir le meilleur des h&ocirc;tes&nbsp;! Vous aimez recevoir et la bonne cuisine n'a pas de secret pour vous, mais pour ce qui est de la d&eacute;co... Vous pensez qu'il est difficile de dresser en toute occasion une table originale sans se ruiner dans des achats de linge et de vaisselle&nbsp;? D&eacute;trompez-vous&nbsp;! Imagination, cr&eacute;ativit&eacute;, r&eacute;cup, objets d&eacute;tourn&eacute;s, Stef vous livre ici, en vingt-trois tables in&eacute;dites, mille et une id&eacute;es de d&eacute;co, astucieuses, originales et &eacute;conomiques, qui feront de vos repas des moments de d&eacute;paysement uniques. Alors, suivez le guide, laissez-vous porter au gr&eacute; des pages et glanez des id&eacute;es pour cr&eacute;er &agrave; votre tour des tables qui &eacute;tonneront vos invit&eacute;s. Passionn&eacute;e d'arts de la table depuis plusieurs ann&eacute;es, St&eacute;phanie Cardinali transmet ses astuces et conseils sur son blog et sur sa page Facebook. Son concept, faire de jolies tables avec trois fois rien&nbsp;!</p>";Réf. fournisseur : G13514;;7;137;false;buy;1;storable;15.2;EUR;13.0332;EUR;21;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/5/5/4/0/5540.jpg;;;
167;LES SWEET TABLES              EYROLLES                      ;61143000;"<p>La gourmandise est un p&eacute;ch&eacute;, la d&eacute;coration tout un art. Associez les deux et vous focaliserez toute l'attention. Cupcakes, cake pops, g&acirc;teaux, cookies et autres douceurs fantaisies r&egrave;gnent en ma&icirc;tres sur les jolies tables gourmandes. Appr&ecirc;tez-vous &agrave; fondre de plaisir et &agrave; r&eacute;veiller votre cr&eacute;ativit&eacute; avec ces dix-huit tables r&eacute;alis&eacute;es par neuf cr&eacute;atrices et un auteur d'exception qui vous livrent ici leurs trucs et astuces pour ma&icirc;triser l'art et la mani&egrave;re des Sweet Tables. Pour terminer, un riche carnet d'adresses compl&egrave;te judicieusement cet ouvrage.</p>";Réf. fournisseur : G13457;;7;137;false;buy;1;storable;13.38;EUR;11.4692;EUR;21;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/5/5/4/1/5541.jpg;;;
168;LA COULEUR                    EYROLLES                      ;61143100;"<p>Savez-vous pourquoi vous n'obtenez pas le r&eacute;sultat escompt&eacute; avec vos couleurs&nbsp;? Pourquoi vos peintures craqu&egrave;lent au s&eacute;chage&nbsp;? Pourquoi il y a du miel dans les aquarelles&nbsp;? Pourquoi l'huile de lin est plus siccative que celle de carthame&nbsp;? Non&nbsp;? Alors, ce livre est fait pour vous&nbsp;! Fruit de la rencontre d'un artiste peintre de talent et de la cr&eacute;atrice des couleurs &agrave; l'huile et des aquarelles de la marque Isaro, La couleur expliqu&eacute;e aux artistes offre toutes les connaissances indispensables pour bien choisir ses nuances et se constituer une palette harmonieuse compos&eacute;e de couleurs dont l'histoire et les sp&eacute;cificit&eacute;s n'auront plus de secrets pour vous. En plus de notions de base sur les couleurs, cet ouvrage clair et abondamment illustr&eacute; d&eacute;voile les caract&eacute;ristiques des pigments, leurs proc&eacute;d&eacute;s de fabrication, mais aussi les particularit&eacute;s des principales couleurs &agrave; l'huile et aquarelles. Autant d'outils qui vous permettront de penser votre oeuvre dans son int&eacute;gralit&eacute; et de ma&icirc;triser pleinement votre art.</p>";Réf. fournisseur : G13486;;7;133;false;buy;1;storable;15.21;EUR;13.0332;EUR;21;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/5/5/1/6/5516.jpg;;;
169;BRACELETS TIBETAINS           EDITIONS DE SAXE              ;61144900;"<p>Ce bracelet, originaire du Tibet, aurait la facult&eacute; d'augmenter votre bien-&ecirc;tre en le portant... A l'origine en corde et orn&eacute;s de billes de bois, ils se d&eacute;clinent aujourd'hui sous toutes les formes et toutes les couleurs. Qu'ils soient compos&eacute;s de perles de cristal, d'h&eacute;matites ou de pierres pr&eacute;cieuses, tous ces bracelets utilisent le m&ecirc;me noeud de macram&eacute; qui vous est clairement expliqu&eacute;, pour que vous puissiez &agrave; votre tour r&eacute;aliser vos propres bijoux. Des pas &agrave; pas d&eacute;taillent comment cr&eacute;er vous-m&ecirc;me les perles de shamballa (perles &agrave; strass), comment r&eacute;aliser des perles ""cr&acirc;nes d'halloween"" en p&acirc;te thermodurcissable...</p>";Réf. fournisseur : G46719;;7;127;false;buy;1;storable;5.2;EUR;4.4313;EUR;21;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/5/5/5/3/5553.jpg;;;
170;BOITES AUX LETTRES EN FEUTRINEL'INÉDITE                     ;61145500;"<p>Sylvie Ginestet nous a s&eacute;duit par l'originalit&eacute; de son id&eacute;e cr&eacute;ative&nbsp;: elle vous propose de r&eacute;aliser des bo&icirc;tes aux lettres en feutrine qui s'adaptent &agrave; toutes situations, aux diff&eacute;rentes pi&egrave;ces de la maison, &agrave; tout public enfant ou adulte. A l'heure ou la communication se d&eacute;mat&eacute;rialise, cr&eacute;ez votre bo&icirc;te, pour c&eacute;l&eacute;brer une naissance, pour y ranger toutes sortes de petits objets en lien avec la personne &agrave; qui vous l'offrirez. 18 mod&egrave;les utiles et po&eacute;tiques vous sont pr&eacute;sent&eacute;s. A vos aiguilles, rubans et boutons pour r&eacute;-enchanter la livraison de vos messages...</p>";Réf. fournisseur : G28399;;7;131;false;buy;1;storable;8.84;EUR;7.9716;EUR;21;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/5/5/4/3/5543.jpg;;;
171;MASQUES & CAPES               EDITIONS DE SAXE              ;61147900;"<p>L&rsquo;auteure propose 27 mod&egrave;les de capes pour les 5-10 ans, faciles &agrave; r&eacute;aliser gr&acirc;ce aux explications illustr&eacute;es &eacute;tape par &eacute;tape. De la cape en taffetas &agrave; la cape en fausse fourrure en passant par la cape clout&eacute;e fa&ccedil;on Elvis Presley, ou encore la cape de reine, de princesse, de super-h&eacute;ros, d&rsquo;elfe, de coccinelle, de chevalier&hellip; le tout assorti d&rsquo;une panoplie d&rsquo;accessoires (serre-t&ecirc;tes, chapeaux, masques, etc.)&hellip; chaque enfant trouvera son bonheur pour s&rsquo;immerger dans son aventure pr&eacute;f&eacute;r&eacute;e.</p>";Réf. fournisseur : G46735;;7;143;false;buy;1;storable;10.66;EUR;9.1232;EUR;21;TODAY[1d];;1;;false;;false;;;;http://www.dalbe.fr/img/p/5/5/6/8/5568.jpg;;;
