importId;code;name;parent_code
437;MARQ;MARQUEURS A LA CRAIE ;19
438;MARQ;MARQUEURS ENCRE AQUARELLE ;14
439;OUTI;OUTILS SCRAPBOOOKING ;78
440;MARQ;MARQUEURS A L'HUILE ;14
441;ADJU;ADJUVANTS MARQUEURS A L'HUILE ;14
442;MARQ;MARQUEURS AQUARELLE ;14
443;FEUT;FEUTRES CALIBRES ;14
444;MARQ;MARQUEURS ACRYLIQUE ;14
445;CUTT;CUTTERS ;35
446;LAME;LAMES POUR CUTTERS ;35
447;COUT;COUTEAUX DE PRECISION ;35
448;LAME;LAMES POUR COUTEAUX ;35
449;ACCE;ACCESSOIRES CARTON MOUSSE ;65
450;CISE;CISEAUX ;63
451;OUTI;OUTILS DE COUPE ;97
452;CISE;CISEAUX ;97
453;CISE;CISEAUX ;35
454;CISA;CISAILLES ;35
455;PLAQ;PLAQUES DE COUPE ;35
456;ENCR;ENCRE POUR TUBULAIRE ;39
457;ADHE;ADHESIFS DE MASQUAGE ;99
458;ADHE;ADHESIFS TRANSPARENTS ;99
459;ADHE;ADHESIFS INVISIBLES ;99
460;ADHE;ADHESIFS REPOSITIONNABLES ;99
461;ADHE;ADHESIFS DOUBLE-FACE ;99
462;ADHE;ADHESIFS SPECIAUX ;99
463;ADHE;ADHESIFS MOUSSE ;99
464;DIVE;DIVERS DECO ET EMBELLISSEMENTS ;43
465;COLL;COLLES EN PASTILLES ;62
466;DEVI;DEVIDOIRS RUBANS ADHESIFS ;99
467;FILM;FILMS ADHESIFS ;65
468;POLY;POLYPHANE ;82
469;COLL;COLLES EN BATON ;62
470;VERN;VERNIS-COLLE ;62
471;COLL;COLLES RELIURE/ENCADREMENT ;62
472;COLL;COLLES FORTES ;62
473;COLL;COLLES VINYLIQUES ;62
474;COLL;COLLES A BOIS ;62
475;COLL;COLLES UNIVERSELLES ;62
476;COLL;COLLES LOISIRS ;62
477;COLL;COLLES EN ROLLER ;62
478;ACCE;ACCESSOIRES POUR SUPPORTS A DECORER ;69
479;VERN;VERNIS DECOPATCH ;43
480;COLL;COLLES AEROSOL ;62
481;CART;CARTON ONDULE ;82
482;PAPI;PAPIERS DIVERS ;100
483;ALBU;ALBUMS ET BLOCS SCRAPBOOKING ;78
484;HOME;HOME DECO ;82
485;PAPI;PAPIERS SCRAPBOOKING ;78
486;PAPI;PAPIERS PLIAGE ;82
487;PAPI;PAPIERS PASTEL ;46
488;FEUI;FEUILLES PAPIER DESSIN ;45
489;PAPI;PAPIERS GRAVURE ;46
490;ROUL;ROULEAUX PAPIER DESSIN ;45
491;POCH;POCHETTES PAPIER DESSIN RAISIN ;45
492;RAME;RAMETTES PAPIER DESSIN ;45
493;POCH;POCHETTES PAPIER DESSIN ;45
494;POCH;POCHETTES DE COULEURS ;101
495;CALQ;CALQUE ;102
496;PAPI;PAPIERS LAVIS TECHNIQUE ;102
497;BRIS;BRISTOL ;102
498;PAPI;PAPIERS SPECIAUX ;102
499;PAPI;PAPIERS AQUARELLE ;46
500;BLOC;BLOCS CALLIGRAPHIE ;103
501;BLOC;BLOCS & ALBUMS CROQUIS ;45
502;PAPI;PAPIERS FEUTRE/MARQUEUR ;102
503;FEUI;FEUILLES DE COULEURS ;101
504;CART;CARTES A GRATTER ;83
505;PAPI;PAPIERS PARCHEMIN ;46
506;PAPI;PAPIERS LAVIS ;102
507;PAPI;PAPIERS DE CHINE ;103
508;PAPI;PAPIERS RECYCLES ;45
509;PAPI;PAPIERS HUILE ;46
510;PAPI;PAPIERS ACRYLIQUE ;46
511;BLOC;BLOCS ;11
512;BRIS;BRISTOL ;11
513;PAPI;PAPIER CRISTAL ;82
514;FEUT;FEUTRINE ;63
515;TOIL;TOILE DE JUTE ;63
516;PAPI;PAPIERS CALQUE DE COULEURS ;82
517;PAPI;PAPIERS DE SOIE ;82
518;BUVA;BUVARD ;102
519;SUPP;SUPPORTS POUR TRACEURS ;105
520;SUPP;SUPPORTS POUR IMPRIMANTES ;105
521;PAPI;PAPIERS CREPON ;82
522;CORR;CORRESPONDANCE ;82
523;PAPI;PAPIERS METALLIQUES ;82
524;CALQ;CALQUE MILLIMETRE ;102
525;PAPI;PAPIERS MILLIMETRE ;102
526;FILM;FILMS POLYESTER ;65
527;FILM;FILMS ACETATE ;65
528;CONT;CONTRECOLLES ;57
529;PAPI;PAPIERS KRAFT ;82
530;KRAF;KRAFT GOMME ;58
531;CART;CARTONS DE FOND ;57
532;CART;CARTES LYON/BULLE/GOUDRON ;106
533;FILM;FILM CRISTAL ;82
534;CART;CARTON MOUSSE ;65
535;CART;CARTON NID D'ABEILLE ;65
536;CART;CARTON NOIR ;65
537;MAQU;MAQUETTES/MODELISME/DECORATION ;65
538;POCH;POCHETTES TRANSPARENTES ;65
539;PAPI;PAPIERS PEINTS ;106
540;POIN;POINTES TUBULAIRES ;39
541;PATE;PATE DE VERRE ;76
542;ACCE;ACCESSOIRES COULEURS 3D TOUS SUPPORTS ;44
543;SEQU;SEQUINS/CABOCHONS/DIVERS ;63
544;OUTI;OUTILS MOSAISTE ;76
545;PIST;PISTOLETS A COLLE ;62
546;MOUS;MOUSSE A DECOUPER ;107
547;CHEN;CHENILLES ;43
548;GREL;GRELOTS ;43
549;SUPP;SUPPORTS OUATE ;69
550;SUPP;SUPPORTS PAPIER MACHE ;69
551;SCOU;SCOUBIDOUS ;43
552;SAVO;SAVON ET ACCESSOIRES ;63
553;DECO;DECOUPE ;87
554;PERL;PERLES ET ACCESSOIRES ;63
555;SUPP;SUPPORTS TERRE CUITE ;69
556;PLAS;PLASTIQUE FOU/DINGUE ;43
557;HOME;HOME DECO ;63
558;META;METAL A REPOUSSER ;37
559;EMAU;EMAUX ;76
560;STIC;STICKERS ;78
561;SUPP;SUPPORTS PLASTIQUE ;69
562;MIRO;MIROIR ;76
563;VERR;VERRE ;76
564;BOIS;BOIS ;76
565;MARB;MARBRE ;76
566;AQUA;AQUARELLUM ;83
567;FLOC;FLOCONS DE MAIS ;108
568;SUPP;SUPPORTS PAILLE ;69
569;SISA;SISAL ;63
570;FIL ;FIL EN ALUMINIUM ;63
571;CERA;CERAMIQUE ;76
572;PLUM;PLUMES ;107
573;ENCR;ENCRE A PIGMENT ;78
574;KITS;KITS SCRAPBOOKING ;78
575;SERV;SERVIETTES ;63
576;PERL;PERLES ET ACCESSOIRES ;108
577;DIVE;DIVERS LOISIRS ;43
578;GOMM;GOMMETTES ;107
579;YEUX;YEUX MOBILES ;108
580;RUBA;RUBANS SCRAPBOOKING ;78
581;HORL;HORLOGERIE ;43
582;BATO;BATONS PEINTURE POUR PISTOLET A COLLE ;62
583;SUPP;SUPPORTS DIVERS ;69
584;TAMP;TAMPONS ENFANTS ;48
585;SEQU;SEQUINS ;107
586;CHEN;CHENILLES ;107
587;BAGU;BAGUETTES EN BOIS BRUT ;55
588;DIVE;DIVERS ;109
589;COLL;COLLES ENCADREMENT ;58
590;SUPP;SUPPORTS DIVERS ;57
